	ntype
CHEBI:CHEBI:16284	protein
CHEBI:CHEBI:28807	protein
CHEBI:CHEBI:17625	protein
CHEBI:34665	protein
CHEBI:4470	protein
CHEBI:17408	protein
CHEBI:18276	protein
CHEBI:16995	protein
CHEBI:16068	protein
CHEBI:28748	protein
CHEBI:18153	protein
CHEBI:61360	protein
CHEBI:34778	protein
CHEBI:5615	protein
CHEBI:62856	protein
CHEBI:17137	protein
CHEBI:CHEBI:25935	protein
CHEBI:85309	protein
CHEBI:CHEBI:18059	protein
CHEBI:6532	protein
CHEBI:60479	protein
CHEBI:132873	protein
CHEBI:CHEBI:60943	protein
CHEBI:CHEBI:28869	protein
CHEBI:41218	protein
CHEBI:50673	protein
CHEBI:36264	protein
CHEBI:16768	protein
CHEBI:32544	protein
CHEBI:CHEBI:25676	protein
CHEBI:7772	protein
CHEBI:45863	protein
CHEBI:46195	protein
CHEBI:8050	protein
CHEBI:85505	protein
CHEBI:CHEBI:40574	protein
CHEBI:CHEBI:8082	protein
CHEBI:8107	protein
CHEBI:60815	protein
CHEBI:16247	protein
CHEBI:CHEBI:46961	protein
CHEBI:CHEBI:8337	protein
CHEBI:16227	protein
CHEBI:CHEBI:16243	protein
CHEBI:17433	protein
CHEBI:CHEBI:36141	protein
CHEBI:16802	protein
CHEBI:26078	protein
CHEBI:CHEBI:16095	protein
CHEBI:9171	protein
CHEBI:CHEBI:17179	protein
CHEBI:27385	protein
CHEBI:18022	protein
CHEBI:27999	protein
CHEBI:18139	protein
CHEBI:35854	protein
CHEBI:2453	protein
CHEBI:28009	protein
CHEBI:61626	protein
CHEBI:83690	protein
CHEBI:CHEBI:36080	protein
CHEBI:CHEBI:2181	protein
CHEBI:CHEBI:32551	protein
CHEBI:30813	protein
CHEBI:86361	protein
CHEBI:86362	protein
CHEBI:63511	protein
HGNC:10801	protein
HGNC:10802	protein
HGNC:26938	protein
HGNC:12608	protein
HGNC:20072	protein
HGNC:12618	protein
HGNC:6366	protein
HGNC:24609	protein
HGNC:6369	protein
HGNC:28531	protein
HGNC:30043	protein
HGNC:4500	protein
HGNC:4503	protein
HGNC:11757	protein
HGNC:26943	protein
HGNC:20075	protein
HGNC:2469	protein
HGNC:22235	protein
HGNC:7867	protein
HGNC:14254	protein
HGNC:2697	protein
HGNC:14536	protein
HGNC:3031	protein
HGNC:16657	protein
HGNC:1596	protein
HGNC:23820	protein
HGNC:8652	protein
HGNC:9346	protein
HGNC:9795	protein
HGNC:20369	protein
HGNC:26937	protein
HGNC:9046	protein
HGNC:17521	protein
HGNC:5476	protein
HGNC:29012	protein
HGNC:6164	protein
HGNC:25205	protein
HGNC:24576	protein
HGNC:17037	protein
HGNC:18559	protein
HGNC:16864	protein
HGNC:15924	protein
HGNC:3188	protein
HGNC:12760	protein
HGNC:18222	protein
HGNC:1857	protein
HGNC:19200	protein
HGNC:3804	protein
HGNC:5469	protein
HGNC:7189	protein
HGNC:20389	protein
HGNC:10524	protein
HGNC:11701	protein
HGNC:243	protein
HGNC:26837	protein
HGNC:15819	protein
HGNC:29488	protein
HGNC:16948	protein
HGNC:2156	protein
HGNC:17077	protein
HGNC:24343	protein
HGNC:2736	protein
HGNC:6968	protein
HGNC:3126	protein
HGNC:18625	protein
HGNC:30229	protein
HGNC:17001	protein
HGNC:17923	protein
HGNC:29527	protein
HGNC:5037	protein
HGNC:5039	protein
HGNC:6090	protein
HGNC:29136	protein
HGNC:6349	protein
HGNC:20704	protein
HGNC:6528	protein
HGNC:21463	protein
HGNC:13399	protein
HGNC:24811	protein
HGNC:1160	protein
HGNC:28208	protein
HGNC:9001	protein
HGNC:9180	protein
HGNC:9200	protein
HGNC:23734	protein
HGNC:10759	protein
HGNC:28988	protein
HGNC:11806	protein
HGNC:24358	protein
HGNC:16688	protein
HGNC:6063	protein
HGNC:11513	protein
HGNC:24229	protein
HGNC:11181	protein
CHEBI:76793	protein
CHEBI:76794	protein
HGNC:23782	protein
HGNC:5042	protein
HGNC:5030	protein
HGNC:5036	protein
HGNC:5047	protein
HGNC:12739	protein
HGNC:30904	protein
HGNC:10904	protein
HGNC:12950	protein
HGNC:10782	protein
HGNC:28206	protein
HGNC:7327	protein
HGNC:7328	protein
HGNC:23114	protein
HGNC:17869	protein
HGNC:20907	protein
HGNC:23115	protein
HGNC:2927	protein
HGNC:9069	protein
HGNC:17397	protein
HGNC:5010	protein
HGNC:9527	protein
HGNC:9154	protein
HGNC:15470	protein
HGNC:30677	protein
HGNC:8014	protein
HGNC:2744	protein
HGNC:2768	protein
HGNC:7546	protein
HGNC:11101	protein
HGNC:961	protein
HGNC:29322	protein
HGNC:25989	protein
HGNC:10664	protein
HGNC:3313	protein
HGNC:12741	protein
HGNC:375	protein
HGNC:10274	protein
HGNC:16488	protein
HGNC:11582	protein
HGNC:1989	protein
HGNC:11581	protein
HGNC:11579	protein
HGNC:5021	protein
HGNC:8624	protein
HGNC:14334	protein
HGNC:8001	protein
HGNC:21109	protein
HGNC:30021	protein
HGNC:22964	protein
HGNC:26661	protein
HGNC:21163	protein
HGNC:2696	protein
HGNC:18594	protein
HGNC:9664	protein
HGNC:24531	protein
HGNC:26976	protein
HGNC:24456	protein
HGNC:28916	protein
HGNC:13604	protein
HGNC:30425	protein
HGNC:19712	protein
HGNC:29176	protein
HGNC:4196	protein
HGNC:21637	protein
HGNC:3378	protein
HGNC:3748	protein
HGNC:1918	protein
HGNC:2740	protein
HGNC:3050	protein
HGNC:1510	protein
HGNC:1092	protein
HGNC:4167	protein
HGNC:4909	protein
HGNC:6115	protein
HGNC:25726	protein
HGNC:26265	protein
HGNC:6916	protein
HGNC:24258	protein
HGNC:7410	protein
HGNC:7821	protein
HGNC:7971	protein
HGNC:8158	protein
HGNC:9023	protein
HGNC:1157	protein
HGNC:21173	protein
HGNC:32790	protein
HGNC:25542	protein
HGNC:10520	protein
HGNC:10541	protein
HGNC:13655	protein
HGNC:11208	protein
HGNC:11276	protein
HGNC:21653	protein
HGNC:12791	protein
HGNC:12915	protein
UMLS:C2750090	condition
UMLS:C4225361	condition
UMLS:C0342708	condition
UMLS:C0039292	condition
UMLS:C1704429	condition
UMLS:C2931838	condition
UMLS:C1970456	condition
UMLS:C1845028	condition
UMLS:C0035334	condition
UMLS:C0271093	condition
UMLS:C1855465	condition
UMLS:C1858080	condition
UMLS:C1858806	condition
UMLS:C1866422	condition
UMLS:C3495438	condition
UMLS:C4282180	condition
UMLS:C0023473	condition
UMLS:C1961099	condition
UMLS:C1961102	condition
UMLS:C0220710	condition
UMLS:C0342783	condition
UMLS:C1864912	condition
UMLS:C3887523	condition
UMLS:C1536500	condition
UMLS:C3281192	condition
UMLS:C4225384	condition
UMLS:C1849678	condition
UMLS:C1842763	condition
UMLS:C0546264	condition
UMLS:C1834339	condition
UMLS:C2750536	condition
UMLS:C2750537	condition
UMLS:C3711389	condition
UMLS:C4225181	condition
UMLS:C0162872	condition
UMLS:C2673186	condition
UMLS:C3151201	condition
UMLS:C3279690	condition
UMLS:C1846331	condition
UMLS:C1855722	condition
UMLS:C0007193	condition
UMLS:C0007194	condition
UMLS:C2677506	condition
UMLS:C2748552	condition
UMLS:C3150681	condition
UMLS:C3150682	condition
UMLS:C1858172	condition
UMLS:C3281235	condition
UMLS:C1608393	condition
UMLS:C1835084	condition
UMLS:C0333497	condition
UMLS:C3554663	condition
UMLS:C2677338	condition
UMLS:C0016037	condition
UMLS:C3151057	condition
UMLS:C0039445	condition
UMLS:C1838163	condition
UMLS:C1835922	condition
UMLS:C0268124	condition
UMLS:C0392607	condition
UMLS:C1863239	condition
UMLS:C0406811	condition
UMLS:C3810041	condition
UMLS:C0406775	condition
UMLS:C1857809	condition
UMLS:C1847627	condition
UMLS:C4225385	condition
UMLS:C0020538	condition
UMLS:C4310767	condition
UMLS:C0001973	condition
UMLS:C3280381	condition
UMLS:C0006142	condition
UMLS:C0018801	condition
UMLS:C0018802	condition
UMLS:C0268126	condition
UMLS:C1863081	condition
UMLS:C0268225	condition
HGNC:319	protein
UMLS:C1842149	condition
UMLS:C2748544	condition
UMLS:C3665488	condition
UMLS:C0004153	condition
UMLS:C0017922	condition
UMLS:C0028754	condition
UMLS:C0039685	condition
UMLS:C0085280	condition
UMLS:C1956125	condition
UMLS:C0027051	condition
UMLS:C0266313	condition
UMLS:C2678367	condition
UMLS:C0022658	condition
UMLS:C0268164	condition
UMLS:C0220766	condition
UMLS:C0342482	condition
UMLS:C3151058	condition
UMLS:C2675459	condition
UMLS:C0272167	condition
UMLS:C0025286	condition
UMLS:C0085261	condition
UMLS:C0678222	condition
UMLS:C0919267	condition
UMLS:C1140680	condition
UMLS:C0011860	condition
UMLS:C3278384	condition
UMLS:C0268328	condition
UMLS:C0221018	condition
UMLS:C2677889	condition
UMLS:C0342185	condition
UMLS:C0162309	condition
UMLS:C1527231	condition
UMLS:C3554524	condition
UMLS:C0037231	condition
UMLS:C0272066	condition
UMLS:C0016751	condition
UMLS:C0006118	condition
UMLS:C0007131	condition
UMLS:C0027819	condition
UMLS:C0152013	condition
UMLS:C0206180	condition
UMLS:C0334121	condition
UMLS:C0079154	condition
UMLS:C0220743	condition
UMLS:C0268412	condition
UMLS:C0268413	condition
UMLS:C1840322	condition
UMLS:C2673477	condition
HGNC:449	protein
UMLS:C1876203	condition
HGNC:461	protein
UMLS:C1845052	condition
UMLS:C1849930	condition
UMLS:C3810295	condition
UMLS:C4014354	condition
UMLS:C2752073	condition
UMLS:C0410204	condition
UMLS:C0751748	condition
UMLS:C2678468	condition
UMLS:C2674218	condition
UMLS:C0005586	condition
UMLS:C3809672	condition
UMLS:C1836460	condition
UMLS:C3809443	condition
UMLS:C4310676	condition
UMLS:C0009402	condition
UMLS:C0009404	condition
UMLS:C0017097	condition
UMLS:C0024623	condition
UMLS:C0025149	condition
UMLS:C0032580	condition
UMLS:C0038356	condition
UMLS:C0079218	condition
UMLS:C0376358	condition
UMLS:C0699791	condition
UMLS:C1527249	condition
UMLS:C2713442	condition
UMLS:C0085859	condition
UMLS:C1855868	condition
UMLS:C1855869	condition
UMLS:C3494489	condition
UMLS:C0242647	condition
UMLS:C0549463	condition
UMLS:C0268389	condition
UMLS:C0015695	condition
UMLS:C0020445	condition
UMLS:C1704417	condition
UMLS:C1862596	condition
UMLS:C1720779	condition
UMLS:C3151467	condition
UMLS:C0002395	condition
UMLS:C0020473	condition
UMLS:C0020479	condition
UMLS:C0036489	condition
UMLS:C0745103	condition
UMLS:C1863051	condition
UMLS:C2673196	condition
UMLS:C0276496	condition
UMLS:C2751536	condition
UMLS:C2931672	condition
UMLS:C0268120	condition
UMLS:C3665382	condition
UMLS:C0007137	condition
UMLS:C1328840	condition
UMLS:C0162283	condition
UMLS:C1563706	condition
UMLS:C1838359	condition
UMLS:C0007112	condition
UMLS:C0039585	condition
UMLS:C0268301	condition
UMLS:C0936016	condition
UMLS:C2678098	condition
UMLS:C0033847	condition
UMLS:C0268548	condition
HGNC:691	protein
UMLS:C1865915	condition
UMLS:C0023522	condition
UMLS:C0751276	condition
UMLS:C0751278	condition
UMLS:C0751279	condition
UMLS:C0026709	condition
UMLS:C0079588	condition
UMLS:C2717836	condition
UMLS:C2720163	condition
HGNC:719	protein
UMLS:C1844853	condition
UMLS:C0268255	condition
UMLS:C1834569	condition
UMLS:C3714756	condition
UMLS:C0268547	condition
UMLS:C3809971	condition
UMLS:C0206307	condition
UMLS:C1832167	condition
UMLS:C0175683	condition
UMLS:C0272375	condition
UMLS:C1837530	condition
UMLS:C0004135	condition
UMLS:C0006826	condition
UMLS:C0023418	condition
UMLS:C0023434	condition
UMLS:C0024299	condition
UMLS:C0334634	condition
UMLS:C1876175	condition
UMLS:C2363142	condition
HGNC:9965	protein
UMLS:C4310772	condition
UMLS:C1865322	condition
UMLS:C0338488	condition
UMLS:C1832466	condition
UMLS:C1868681	condition
UMLS:C1835171	condition
UMLS:C1832918	condition
UMLS:C0022595	condition
UMLS:C0265971	condition
UMLS:C3808899	condition
UMLS:C4015062	condition
UMLS:C1849508	condition
UMLS:C3279708	condition
UMLS:C4479409	condition
UMLS:C0403554	condition
UMLS:C2675730	condition
UMLS:C4479387	condition
UMLS:C0022716	condition
UMLS:C0268353	condition
UMLS:C1845359	condition
UMLS:C0019202	condition
UMLS:C0265202	condition
UMLS:C3281203	condition
HGNC:886	protein
UMLS:C0585216	condition
UMLS:C0796003	condition
UMLS:C1845055	condition
HGNC:888	protein
UMLS:C0037773	condition
UMLS:C1835896	condition
UMLS:C3280283	condition
UMLS:C0342727	condition
UMLS:C0011848	condition
UMLS:C0687720	condition
UMLS:C1563705	condition
UMLS:C1845202	condition
UMLS:C1855796	condition
UMLS:C1843139	condition
HGNC:951	protein
UMLS:C2750066	condition
UMLS:C0346153	condition
HGNC:966	protein
UMLS:C0752166	condition
UMLS:C2936862	condition
HGNC:967	protein
UMLS:C2936863	condition
UMLS:C4225281	condition
HGNC:969	protein
UMLS:C2936864	condition
UMLS:C1283400	condition
UMLS:C1867468	condition
UMLS:C0024776	condition
UMLS:C0268568	condition
UMLS:C0268569	condition
UMLS:C0751285	condition
UMLS:C1621920	condition
UMLS:C0026764	condition
UMLS:C0024301	condition
UMLS:C0024305	condition
UMLS:C0155017	condition
HGNC:1020	protein
UMLS:C0266006	condition
UMLS:C1864002	condition
UMLS:C0011570	condition
UMLS:C0011581	condition
UMLS:C0041696	condition
UMLS:C1275808	condition
UMLS:C2752038	condition
HGNC:1044	protein
UMLS:C1848097	condition
UMLS:C4310811	condition
UMLS:C0005859	condition
UMLS:C3279964	condition
HGNC:1067	protein
UMLS:C3553887	condition
UMLS:C1832702	condition
UMLS:C1864689	condition
UMLS:C2677434	condition
UMLS:C0345893	condition
UMLS:C1832940	condition
UMLS:C1868081	condition
UMLS:C4225183	condition
UMLS:C0034091	condition
UMLS:C0340543	condition
UMLS:C1969342	condition
UMLS:C3203102	condition
HGNC:1090	protein
UMLS:C3539003	condition
UMLS:C0220663	condition
UMLS:C1837008	condition
UMLS:C1291620	condition
UMLS:C0346647	condition
UMLS:C0677776	condition
UMLS:C1458155	condition
UMLS:C2676676	condition
UMLS:C2676677	condition
UMLS:C2676678	condition
UMLS:C0017638	condition
UMLS:C0023443	condition
UMLS:C0025202	condition
UMLS:C0028326	condition
UMLS:C0040136	condition
UMLS:C0238463	condition
UMLS:C0242379	condition
UMLS:C0334583	condition
UMLS:C0549473	condition
UMLS:C0684249	condition
UMLS:C0699790	condition
UMLS:C1275081	condition
UMLS:C3150970	condition
UMLS:C3150971	condition
UMLS:C0027708	condition
UMLS:C1838457	condition
UMLS:C2675520	condition
UMLS:C0220754	condition
UMLS:C0221026	condition
UMLS:C0472813	condition
UMLS:C1850343	condition
UMLS:C1864389	condition
UMLS:C0019243	condition
UMLS:C1862892	condition
UMLS:C2717906	condition
UMLS:C3150902	condition
UMLS:C0268347	condition
UMLS:C4310681	condition
UMLS:C3150275	condition
UMLS:C2752037	condition
UMLS:C3151071	condition
UMLS:C0242852	condition
UMLS:C1864694	condition
UMLS:C3151189	condition
UMLS:C3810042	condition
HGNC:1260	protein
UMLS:C0002736	condition
UMLS:C0345407	condition
UMLS:C1833245	condition
UMLS:C3810404	condition
UMLS:C2750509	condition
UMLS:C1840437	condition
UMLS:C0752124	condition
UMLS:C1720416	condition
UMLS:C1832884	condition
UMLS:C4310716	condition
UMLS:C1142166	condition
UMLS:C1832916	condition
UMLS:C2678478	condition
UMLS:C3809609	condition
UMLS:C0268505	condition
UMLS:C0339535	condition
UMLS:C1848172	condition
UMLS:C0238358	condition
UMLS:C3714580	condition
UMLS:C2678477	condition
UMLS:C1866039	condition
UMLS:C0342791	condition
UMLS:C4225320	condition
UMLS:C1631597	condition
UMLS:C4015671	condition
UMLS:C4015695	condition
UMLS:C0001815	condition
UMLS:C0040028	condition
UMLS:C4310800	condition
HGNC:1480	protein
UMLS:C0686353	condition
UMLS:C1299884	condition
UMLS:C1869123	condition
UMLS:C4225381	condition
UMLS:C1846545	condition
UMLS:C2239176	condition
UMLS:C1858968	condition
UMLS:C4015624	condition
UMLS:C0042514	condition
UMLS:C2677794	condition
UMLS:C0020502	condition
UMLS:C0342637	condition
UMLS:C1832615	condition
UMLS:C3715128	condition
UMLS:C4048195	condition
UMLS:C0268419	condition
UMLS:C0241005	condition
UMLS:C0949658	condition
UMLS:C1832560	condition
UMLS:C1832567	condition
UMLS:C1853698	condition
UMLS:C2678485	condition
UMLS:C3280443	condition
UMLS:C0008928	condition
UMLS:C0023467	condition
UMLS:C1832388	condition
UMLS:C1852529	condition
UMLS:C0349639	condition
UMLS:C0376545	condition
UMLS:C3150803	condition
HGNC:1546	protein
UMLS:C3151211	condition
UMLS:C0019880	condition
UMLS:C0598608	condition
UMLS:C0751202	condition
UMLS:C2919945	condition
UMLS:C3810127	condition
UMLS:C3810128	condition
UMLS:C3810107	condition
UMLS:C1837065	condition
UMLS:C0009447	condition
UMLS:C3554540	condition
UMLS:C1842090	condition
UMLS:C0751779	condition
UMLS:C3810289	condition
UMLS:C1720957	condition
UMLS:C0398689	condition
UMLS:C2676767	condition
HGNC:1742	protein
UMLS:C3553512	condition
UMLS:C4225222	condition
UMLS:C0005695	condition
UMLS:C0206692	condition
UMLS:C1708349	condition
UMLS:C1861536	condition
UMLS:C3549742	condition
UMLS:C1832162	condition
UMLS:C1857041	condition
UMLS:C2675488	condition
UMLS:C0023827	condition
UMLS:C0205824	condition
UMLS:C1836892	condition
UMLS:C4015156	condition
UMLS:C0032000	condition
UMLS:C1970712	condition
UMLS:C0004903	condition
UMLS:C0175693	condition
UMLS:C1846009	condition
UMLS:C0014859	condition
UMLS:C0024121	condition
UMLS:C0030297	condition
UMLS:C0151779	condition
UMLS:C0235974	condition
UMLS:C1835044	condition
UMLS:C1838547	condition
HGNC:1802	protein
UMLS:C1840299	condition
UMLS:C1849193	condition
UMLS:C0398593	condition
HGNC:1856	protein
UMLS:C4015080	condition
UMLS:C1855705	condition
UMLS:C3149462	condition
UMLS:C1853154	condition
UMLS:C0030360	condition
UMLS:C0031106	condition
UMLS:C1855627	condition
UMLS:C0010674	condition
UMLS:C0030305	condition
UMLS:C0238339	condition
UMLS:C0403814	condition
UMLS:C0393929	condition
UMLS:C1839840	condition
UMLS:C1865233	condition
UMLS:C0008525	condition
HGNC:1943	protein
UMLS:C0013261	condition
UMLS:C0751083	condition
HGNC:1968	protein
UMLS:C0007965	condition
UMLS:C0033770	condition
UMLS:C1854678	condition
UMLS:C1835905	condition
UMLS:C1838049	condition
UMLS:C1854335	condition
UMLS:C4225372	condition
UMLS:C1837091	condition
UMLS:C0003886	condition
UMLS:C0265261	condition
UMLS:C3150891	condition
UMLS:C0009207	condition
UMLS:C0751039	condition
UMLS:C1833372	condition
HGNC:2019	protein
UMLS:C0027127	condition
UMLS:C0270959	condition
UMLS:C0751360	condition
UMLS:C2936781	condition
UMLS:C3810242	condition
HGNC:2022	protein
UMLS:C3887959	condition
HGNC:2023	protein
UMLS:C0403720	condition
UMLS:C0878681	condition
UMLS:C1839874	condition
UMLS:C1845168	condition
UMLS:C1848336	condition
UMLS:C1969106	condition
UMLS:C3179239	condition
HGNC:2027	protein
UMLS:C1846343	condition
HGNC:2063	protein
UMLS:C3550913	condition
UMLS:C0022340	condition
UMLS:C0027877	condition
UMLS:C1836474	condition
UMLS:C1876161	condition
UMLS:C0751383	condition
UMLS:C1850442	condition
UMLS:C0008370	condition
UMLS:C0022350	condition
UMLS:C3151066	condition
UMLS:C3151059	condition
UMLS:C1857618	condition
UMLS:C2675527	condition
UMLS:C0020497	condition
UMLS:C0023931	condition
UMLS:C0029434	condition
UMLS:C0268335	condition
UMLS:C0268345	condition
UMLS:C0268358	condition
UMLS:C0268362	condition
UMLS:C0268363	condition
UMLS:C1857034	condition
UMLS:C0023234	condition
UMLS:C0026760	condition
UMLS:C0086543	condition
UMLS:C0220685	condition
UMLS:C0265279	condition
UMLS:C0410480	condition
UMLS:C0542428	condition
UMLS:C0700635	condition
UMLS:C0796173	condition
UMLS:C1835437	condition
UMLS:C1836080	condition
UMLS:C1836081	condition
UMLS:C1836683	condition
UMLS:C1851536	condition
UMLS:C1858079	condition
UMLS:C2020284	condition
UMLS:C2745959	condition
UMLS:C4225273	condition
UMLS:C0013720	condition
UMLS:C0268337	condition
UMLS:C0268338	condition
UMLS:C0302892	condition
UMLS:C1843512	condition
UMLS:C1867327	condition
UMLS:C1867983	condition
UMLS:C2673195	condition
UMLS:C2675650	condition
UMLS:C0241908	condition
UMLS:C0403440	condition
UMLS:C1567743	condition
UMLS:C1567744	condition
UMLS:C1567742	condition
UMLS:C3806737	condition
UMLS:C0410179	condition
UMLS:C1834674	condition
UMLS:C4225336	condition
UMLS:C0079136	condition
UMLS:C0079294	condition
UMLS:C0079474	condition
UMLS:C0432321	condition
UMLS:C0432322	condition
UMLS:C1275114	condition
UMLS:C1843761	condition
UMLS:C1851573	condition
UMLS:C2673611	condition
UMLS:C2673612	condition
HGNC:2216	protein
UMLS:C0016781	condition
UMLS:C1850959	condition
UMLS:C1852795	condition
UMLS:C1832998	condition
UMLS:C0265289	condition
UMLS:C0265235	condition
UMLS:C0265282	condition
UMLS:C1858084	condition
UMLS:C1848488	condition
UMLS:C1864746	condition
UMLS:C1866095	condition
UMLS:C4520892	condition
UMLS:C0268374	condition
UMLS:C1852551	condition
UMLS:C2608084	condition
UMLS:C0410538	condition
UMLS:C1838280	condition
UMLS:C0012236	condition
UMLS:C0220704	condition
HGNC:2230	protein
UMLS:C4225334	condition
HGNC:2235	protein
UMLS:C4015029	condition
UMLS:C0268237	condition
UMLS:C0023264	condition
UMLS:C0878682	condition
UMLS:C0162531	condition
UMLS:C0220994	condition
UMLS:C0751753	condition
UMLS:C1829703	condition
UMLS:C1833508	condition
UMLS:C1833511	condition
UMLS:C1833518	condition
UMLS:C0035934	condition
UMLS:C1269683	condition
UMLS:C0003873	condition
HGNC:2383	protein
UMLS:C0339527	condition
UMLS:C3151192	condition
UMLS:C1858679	condition
UMLS:C1837317	condition
UMLS:C3151065	condition
UMLS:C3554649	condition
HGNC:2394	protein
UMLS:C1833229	condition
HGNC:2396	protein
UMLS:C3808012	condition
HGNC:2397	protein
UMLS:C1969062	condition
HGNC:2398	protein
UMLS:C0344523	condition
UMLS:C1832175	condition
HGNC:2400	protein
UMLS:C1857853	condition
HGNC:2409	protein
UMLS:C3808800	condition
HGNC:2410	protein
UMLS:C1852438	condition
HGNC:2411	protein
UMLS:C1837023	condition
UMLS:C1861832	condition
UMLS:C3540850	condition
UMLS:C3888390	condition
UMLS:C3888391	condition
HGNC:2417	protein
UMLS:C3805410	condition
HGNC:2418	protein
UMLS:C4084708	condition
UMLS:C3711381	condition
UMLS:C0023481	condition
UMLS:C0543669	condition
UMLS:C4310764	condition
UMLS:C4310739	condition
UMLS:C1840452	condition
UMLS:C1510489	condition
UMLS:C1527338	condition
UMLS:C2677774	condition
UMLS:C0751785	condition
HGNC:2488	protein
UMLS:C0013069	condition
UMLS:C0152101	condition
UMLS:C0749420	condition
UMLS:C2673630	condition
UMLS:C3276096	condition
UMLS:C0034069	condition
UMLS:C0220993	condition
UMLS:C0268616	condition
UMLS:C4015214	condition
UMLS:C1837029	condition
UMLS:C0268626	condition
UMLS:C2931013	condition
UMLS:C2931187	condition
UMLS:C0010276	condition
UMLS:C0206624	condition
UMLS:C0206711	condition
UMLS:C3554449	condition
UMLS:C4014617	condition
UMLS:C1864669	condition
UMLS:C1864670	condition
UMLS:C0238402	condition
UMLS:C0018203	condition
UMLS:C1856255	condition
UMLS:C1844376	condition
UMLS:C1970859	condition
UMLS:C1275122	condition
UMLS:C1857941	condition
UMLS:C0020302	condition
UMLS:C0344559	condition
UMLS:C1856439	condition
UMLS:C3151055	condition
UMLS:C0268292	condition
UMLS:C1260386	condition
UMLS:C0268293	condition
UMLS:C0268285	condition
UMLS:C0014175	condition
UMLS:C0032460	condition
UMLS:C1960539	condition
UMLS:C2936858	condition
UMLS:C0268080	condition
UMLS:C4310232	condition
UMLS:C0238052	condition
UMLS:C0035579	condition
UMLS:C0268689	condition
UMLS:C0265221	condition
UMLS:C0699743	condition
UMLS:C3151184	condition
UMLS:C3809008	condition
UMLS:C0342687	condition
UMLS:C1834870	condition
UMLS:C1864738	condition
UMLS:C0022661	condition
UMLS:C1843315	condition
UMLS:C1862939	condition
